TransactionID,Amount,CustomerID,FraudIndicator
358,41.67071054,1073,0
359,47.12640903,1572,0
360,41.70586082,1264,0
361,42.3281186,1864,0
362,71.73685913,1285,0
363,72.73147248,1602,0
364,61.13653202,1424,1
365,40.65897855,1214,0
366,38.31991504,1682,0
367,67.84335713,1777,0
368,39.3115908,1272,0
369,70.52010577,1427,0
370,81.39167697,1159,0
371,41.02830654,1339,0
372,63.45304123,1855,0
373,71.95418453,1825,0
374,74.94314154,1967,0
375,29.13719209,1914,0
376,30.41243739,1311,0
377,94.34946872,1416,0
378,25.56289773,1586,0
379,95.69370268,1482,0
380,35.73345141,1400,0
381,60.52724779,1764,0
382,16.55367816,1397,0
383,27.25433783,1423,0
384,31.80425218,1516,0
385,55.76476529,1180,0
386,72.91097613,1750,0
387,71.02737816,1836,0
388,25.8500697,1433,0
389,94.52284776,1645,0
390,71.88748429,1108,0
391,60.77755146,1653,0
392,83.569956,1995,0
393,36.83890043,1062,0
394,30.50541367,1802,0
395,15.69921222,1723,0
396,97.54709539,1146,0
397,28.91461796,1150,0
398,40.36412587,1244,0
399,71.44717322,1807,0
400,94.81678806,1345,0
401,73.49337233,1540,0
402,60.43128926,1709,0
403,23.41239454,1120,0
404,60.60671051,1144,0
405,83.55191143,1578,0
406,16.35898577,1586,0
407,28.04993891,1943,0
408,83.24582002,1977,0
409,12.82681482,1717,1
410,25.00849471,1350,0
411,98.39709456,1530,0
412,86.78591683,1814,0
413,98.50040706,1208,0
414,69.88048812,1214,0
415,58.78615443,1904,0
416,76.93007559,1875,0
417,84.73217509,1480,0
418,14.19155735,1282,0
419,41.35418092,1109,0
420,79.33627628,1304,0
421,26.24046797,1906,0
422,66.95973903,1218,0
423,17.82525332,1773,0
424,65.62243454,1666,0
425,52.91248936,1708,0
426,54.95473462,1389,0
427,57.04065911,1026,0
428,11.56714395,1293,0
429,50.49006974,1518,0
430,26.73357583,1167,0
431,70.34986,1713,0
432,82.11116076,1972,0
433,26.71904782,1213,0
434,31.73638733,1571,0
435,23.73086259,1886,0
436,44.49934478,1658,0
437,20.32425877,1155,0
438,38.41693891,1190,1
439,90.96302096,1190,0
440,86.59370537,1175,0
441,59.29272528,1376,0
442,92.38660637,1330,0
443,48.00091683,1018,0
444,76.41250123,1512,0
445,12.79231872,1704,0
446,21.93791661,1059,0
447,73.16714729,1608,0
448,62.87433397,1240,0
449,12.9547255,1358,0
450,11.16708814,1004,0
451,76.89786952,1902,0
452,63.34265657,1775,0
453,62.90008314,1927,0
454,82.94038054,1255,0
455,58.10792253,1827,0
456,10.58886273,1191,0
457,73.61390202,1266,0
458,35.2901045,1786,0
459,40.22710519,1024,0
460,83.69207704,1417,0
461,27.57822485,1283,0
462,53.23106554,1462,0
463,44.86059946,1623,0
464,15.72113143,1615,0
465,96.7704106,1488,0
466,88.22726088,1144,0
467,39.62535994,1979,0
468,91.1696889,1008,0
469,62.87616988,1497,0
470,47.28406367,1702,0
471,57.86820258,1696,0
472,19.42337368,1969,0
473,54.4674197,1807,0
474,47.22477692,1124,0
475,64.70207651,1912,0
476,54.6651349,1315,0
477,93.9459326,1357,0
478,69.76944625,1851,0
479,40.1040202,1202,0
480,60.89811248,1834,0
481,44.37900942,1944,0
482,70.04776805,1573,0
483,36.97154017,1943,0
484,12.78702942,1219,0
485,58.70630746,1223,0
486,45.96479076,1753,0
487,22.08831316,1699,0
488,95.7980331,1862,0
489,19.07706731,1197,0
490,61.48247342,1690,0
491,69.91745393,1207,0
492,17.90393522,1122,0
493,22.27135442,1626,0
494,21.08546902,1931,0
495,32.92013196,1343,0
496,38.41119249,1126,0
497,69.39748499,1405,0
498,65.61696394,1587,0
499,25.40830021,1276,0
500,67.29044395,1441,0
501,91.69074023,1618,0
502,77.45618082,1484,0
503,45.158314,1655,0
504,93.49535668,1025,0
505,53.93116102,1794,0
506,81.71166646,1295,0
507,59.46381399,1741,0
508,14.13938756,1266,0
509,61.48081499,1600,0
510,56.79197048,1825,0
511,54.78567419,1174,0
512,23.52117899,1792,0
513,57.82044735,1613,0
514,47.31206588,1562,0
515,25.03864029,1265,0
516,19.7440923,1360,0
517,63.1475271,1356,0
518,77.02315549,1352,0
519,42.6041988,1697,1
520,98.5949464,1050,0
521,29.32097037,1604,0
522,26.18436653,1608,0
523,10.9330459,1318,0
524,53.80042414,1503,0
525,28.32936502,1029,0
526,76.27368429,1052,0
527,39.82600629,1111,0
528,70.0081014,1501,0
529,89.71731744,1828,0
530,27.2545405,1231,0
531,42.27816571,1978,0
532,57.13668561,1496,0
533,81.49987555,1629,0
534,49.10992851,1477,0
535,42.02200367,1425,0
536,80.51907114,1837,0
537,95.22332544,1954,0
538,77.11603143,1146,0
539,59.58695557,1591,0
540,44.12676518,1764,0
541,69.23669464,1510,0
542,44.09464247,1382,0
543,99.77535839,1439,0
544,52.99118399,1955,0
545,68.36571539,1016,0
546,12.30106821,1460,0
547,98.6464022,1073,0
548,85.31413995,1814,0
549,21.03264936,1660,1
550,82.00373953,1204,0
551,82.16413416,1897,0
552,30.56109937,1260,0
553,52.69894801,1507,1
554,66.54225116,1119,0
555,66.48799723,1141,0
556,74.17323414,1822,0
557,66.24446927,1307,0
558,18.42478705,1176,0
559,96.40709405,1634,0
560,37.37105363,1289,0
561,57.89155841,1923,0
562,65.14444374,1668,0
563,50.94634467,1732,0
564,90.15169746,1666,0
565,49.69599608,1624,0
566,71.98504539,1786,0
567,39.17632975,1019,0
568,50.82386518,1978,0
569,85.30076767,1655,0
570,80.89642699,1264,0
571,55.69524903,1487,0
572,88.50391549,1219,0
573,75.88625236,1102,0
574,35.17601923,1799,0
575,62.98349325,1137,0
576,97.0455293,1125,0
577,76.76312544,1051,0
578,62.16550879,1268,0
579,28.50007284,1882,0
580,39.91796999,1751,0
581,84.4988601,1769,0
582,78.29820914,1853,0
583,79.2026148,1622,0
584,50.31919079,1412,0
585,18.47913428,1036,0
586,55.64896765,1665,0
587,72.41360119,1299,0
588,74.32146924,1351,0
589,25.97962924,1096,0
590,70.54331536,1299,0
591,82.50807122,1367,0
592,57.87803872,1315,0
593,27.87987923,1531,0
594,22.01321045,1796,0
595,14.71386199,1340,0
596,44.32303083,1973,0
597,93.92398331,1626,0
598,13.9127747,1558,0
599,81.80865066,1005,0
600,49.68126992,1510,0
601,74.02517525,1565,0
602,71.22190552,1573,0
603,45.39753679,1691,0
604,68.30467543,1176,0
605,30.69954503,1470,0
606,55.29436013,1174,0
607,58.88182922,1289,1
608,26.43608026,1755,0
609,90.48071057,1132,1
610,90.60563652,1239,0
611,88.34186423,1912,1
612,36.90222621,1414,0
613,16.18284657,1770,0
614,11.56483628,1639,0
615,14.56053751,1043,0
616,40.83608859,1845,0
617,10.98045532,1821,0
618,68.16151267,1595,0
619,51.20871488,1686,0
620,30.79084604,1901,0
621,30.6527214,1139,0
622,77.36867757,1406,0
623,75.26230757,1730,0
624,91.48057444,1237,0
625,55.15725947,1758,0
626,25.54872914,1385,0
627,96.58421669,1263,0
628,28.21936015,1736,0
629,81.21645066,1626,0
630,52.32636057,1399,0
631,42.32786547,1137,0
632,79.37134605,1612,0
633,11.70508241,1303,0
634,93.76508796,1865,0
635,83.14607235,1147,0
636,81.49217872,1234,0
637,27.77692981,1469,0
638,99.87930231,1210,0
639,62.42142695,1802,0
640,87.31040282,1836,0
641,30.98023905,1003,0
642,79.32819586,1077,0
643,61.06243509,1691,0
644,73.44126229,1309,0
645,67.27985921,1287,0
646,54.79702936,1825,0
647,25.04495445,1697,0
648,75.84935112,1905,0
649,85.17938663,1367,0
650,62.48034582,1853,0
651,28.50800038,1618,0
652,52.44516411,1902,0
653,49.48630479,1561,0
654,91.06378341,1908,0
655,72.21970366,1161,0
656,68.50324359,1618,0
657,70.98847724,1586,0
658,84.60290527,1930,1
659,42.82128467,1712,0
660,86.18244075,1279,0
661,74.49932888,1926,0
662,92.69624971,1244,0
663,21.06319551,1519,0
664,14.71737932,1216,0
665,91.57863525,1142,0
666,28.5922616,1937,0
667,77.68854755,1276,0
668,55.96345625,1200,0
669,64.79659281,1103,0
670,81.03229268,1652,0
671,67.69160248,1694,1
672,95.16789027,1851,1
673,88.3747832,1376,0
674,27.15833861,1155,0
675,34.24003152,1424,0
676,26.7001678,1322,0
677,24.59553861,1739,0
678,32.42837607,1201,0
679,11.08226982,1733,0
680,53.53627805,1971,0
681,62.56994925,1430,0
682,42.62522076,1148,0
683,20.31636361,1653,0
684,64.25934478,1470,0
685,94.33750212,1455,0
686,62.52802726,1976,0
687,82.13393909,1879,0
688,23.62371874,1488,0
689,26.79596913,1920,0
690,43.16954378,1428,0
691,66.42078488,1276,0
692,63.92805769,1469,0
693,69.73658371,1480,1
694,29.95441569,1770,0
695,40.7670571,1882,0
696,41.60341802,1683,0
697,62.32262041,1570,0
698,63.67273678,1971,0
699,61.30719393,1189,1
700,48.39383554,1637,0
701,39.79126316,1424,0
702,68.89307696,1516,0
703,53.20236313,1591,0
704,55.19090049,1876,0
705,13.49293078,1569,0
706,50.21421192,1513,0
707,13.34729469,1581,0
708,85.45344521,1835,0
709,54.75994303,1572,0
710,19.97156991,1072,0
711,33.00075703,1045,0
712,25.89367976,1581,0
713,38.9602813,1750,0
714,36.11516423,1989,0
715,72.44134982,1033,0
716,81.2434588,1012,0
717,43.09556666,1410,0
718,69.53802387,1618,1
719,76.25084286,1401,0
720,95.39395604,1898,0
721,71.44316988,1891,0
722,63.87075935,1480,0
723,49.08200983,1438,0
724,13.47108156,1348,0
725,50.9573837,1506,0
726,97.96558919,1090,0
727,46.61407408,1669,1
728,86.76120604,1145,0
729,31.36778596,1368,0
730,60.5596608,1743,0
731,44.00389673,1680,0
732,50.90991296,1366,0
733,23.9290259,1197,0
734,16.26661103,1976,1
735,68.61623599,1610,0
736,64.23340292,1501,0
737,95.16034882,1473,0
738,11.13143952,1399,0
739,15.69913528,1630,0
740,82.22250996,1413,0
741,70.3442734,1148,0
742,99.88740974,1282,0
743,77.6985925,1521,0
744,85.95300106,1126,0
745,90.13649701,1125,0
746,24.96246703,1252,0
747,66.24543506,1581,0
748,97.69235336,1269,0
749,62.11099449,1422,0
750,48.7554423,1405,0
751,26.50902844,1655,0
752,88.54379953,1143,0
753,72.96000415,1094,0
754,78.96614976,1577,0
755,50.52963957,1520,0
756,36.37560298,1424,0
757,89.17189488,1160,0
758,61.91953467,1057,0
759,60.53439197,1399,0
760,29.53436473,1587,0
761,14.12019775,1168,0
762,22.87701521,1711,0
763,79.74901395,1671,0
764,58.16222512,1163,0
765,83.83365837,1381,0
766,56.62474278,1961,0
767,35.7485006,1722,0
768,13.93228352,1532,0
769,39.16310962,1623,0
770,66.96487882,1555,0
771,72.13300402,1464,0
772,56.42487377,1091,0
773,40.14843043,1182,0
774,11.02801847,1771,0
775,55.29304756,1049,0
776,37.17132063,1799,0
777,38.4598136,1615,0
778,53.63922444,1802,0
779,86.04909239,2000,0
780,37.21490182,1058,0
781,44.50793417,1678,0
782,33.63646677,1473,0
783,72.3836349,1733,0
784,24.99217212,1649,0
785,93.97476922,1500,0
786,27.48195585,1366,0
787,33.67062621,1001,0
788,75.52415113,1986,0
789,69.45279092,1921,0
790,57.99982107,1808,0
791,27.03667651,1503,0
792,72.01022436,1017,0
793,53.96785234,1195,0
794,50.23584989,1950,1
795,91.22936004,1673,0
796,25.97000921,1528,0
797,58.46823104,1480,0
798,71.40047986,1771,0
799,23.09507539,1667,0
800,74.2479445,1429,0
801,56.11778886,1152,0
802,37.10109911,1733,0
803,53.2582946,1273,0
804,86.57748678,1515,0
805,34.78006778,1999,0
806,10.00693256,1084,0
807,51.93353982,1244,0
808,49.04480496,1622,0
809,98.18303499,1177,0
810,31.85157143,1263,0
811,76.74537671,1944,0
812,28.03246109,1419,0
813,68.65040464,1418,0
814,38.08086936,1769,0
815,94.63416453,1056,0
816,26.52114539,1924,0
817,80.66698444,2000,0
818,69.49314652,1843,0
819,80.55842031,1328,0
820,67.21601848,1469,0
821,89.81374722,1625,0
822,41.34483462,1899,0
823,61.03550803,1854,0
824,39.79553881,1687,0
825,68.42739649,1549,0
826,15.8327504,1981,0
827,51.66428112,1991,0
828,32.96555787,1776,0
829,98.14338653,1565,0
830,88.88926748,1986,0
831,29.62739351,1205,0
832,85.29801409,1155,0
833,73.29570994,1277,0
834,38.98155367,1311,0
835,43.95689754,1503,0
836,63.40605444,1051,0
837,80.5623025,1132,0
838,49.18725138,1651,0
839,36.48567469,1744,0
840,42.72787793,1579,0
841,99.57766068,1386,0
842,41.82273537,1296,0
843,24.13577782,1492,0
844,75.26952467,1490,0
845,30.65716065,1921,0
846,72.44945048,1647,0
847,80.23266191,1188,0
848,91.47555974,1053,1
849,81.16725921,1454,0
850,63.46015787,1597,0
851,29.90594921,1759,0
852,64.40294608,1356,0
853,59.66022515,1924,0
854,66.52474028,1834,0
855,59.56766601,1176,0
856,77.9299133,1551,0
857,61.68881652,1934,0
858,64.08704501,1190,0
859,42.16185142,1980,0
860,14.37750118,1322,0
861,80.20615386,1765,0
862,80.41574164,1553,0
863,36.9087393,1143,0
864,29.08089494,1709,0
865,19.35157808,1839,0
866,34.44668007,1249,0
867,81.41515285,1128,0
868,27.45061976,1111,0
869,65.70225813,1656,0
870,50.70097742,1814,0
871,50.24325458,1393,0
872,21.14585472,1920,0
873,16.43832084,1085,0
874,70.30126731,1212,0
875,94.24651184,1708,0
876,64.08879962,1917,0
877,77.26384489,1376,0
878,40.31214229,1495,0
879,84.55259194,1623,0
880,95.23015278,1423,0
881,50.83496652,1504,0
882,84.60060343,1571,0
883,63.53186106,1406,0
884,66.26626491,1704,0
885,23.44981816,1210,0
886,90.06115336,1821,0
887,25.5279902,1180,0
888,74.06906246,1433,0
889,26.68493172,1928,0
890,87.17606804,1906,0
891,88.07345454,1533,0
892,98.29272329,1691,0
893,31.21827454,1319,0
894,84.71865133,1544,0
895,53.68389809,1952,0
896,23.03013371,1389,0
897,63.4981407,1049,0
898,87.34495106,1755,0
899,15.9001519,1538,0
900,36.87927531,1424,0
901,13.84681953,1825,0
902,11.65782889,1996,0
903,21.21036642,1991,0
904,45.76941,1225,0
905,64.09589461,1322,0
906,90.38789074,1280,0
907,61.94683437,1932,0
908,21.00740165,1992,1
909,73.55606662,1595,0
910,32.23187691,1228,0
911,44.88713449,1304,0
912,38.39225462,1747,0
913,94.58720611,1199,0
914,96.52314249,1009,0
915,81.69738903,1227,0
916,56.37654715,1334,0
917,80.9096328,1655,0
918,23.12363511,1242,0
919,76.70376581,1136,0
920,67.97359142,1142,0
921,45.84978421,1004,0
922,53.52042338,1606,0
923,52.16053454,1024,0
924,12.95737151,1800,0
925,77.58925205,1060,0
926,97.58410463,1666,0
927,93.18676505,1165,1
928,75.05441065,1132,0
929,26.60635284,1751,1
930,19.53460988,1514,0
931,63.74348566,1785,0
932,84.99494585,1801,0
933,43.31408995,1330,0
934,59.64679754,1088,0
935,67.63454145,1705,0
936,43.18297706,1658,0
937,88.20869588,1518,0
938,50.3617101,1131,0
939,88.99270051,1482,0
940,74.09706891,1516,0
941,13.84485712,1058,0
942,12.61147893,1350,0
943,34.06316109,1232,0
944,35.85949743,1154,0
945,42.60535295,1014,0
946,48.22686484,1473,1
947,15.06130397,1085,0
948,60.22250991,1779,0
949,71.16993371,1971,0
950,79.37427414,1124,0
951,68.36620472,1568,0
952,73.97469115,1083,0
953,61.19374616,1138,0
954,98.30041035,1942,0
955,57.99495371,1814,0
956,22.0907764,1592,1
957,13.13171132,1345,0
958,82.00241853,1108,0
959,31.80866682,1037,0
960,18.21201093,1748,0
961,79.19729957,1902,0
962,10.66165127,1925,0
963,39.41846624,1631,0
964,14.57257613,1367,0
965,66.38073202,1578,0
966,59.02928085,1701,0
967,29.36376218,1628,0
968,38.67638286,1376,0
969,70.8417938,1990,0
970,96.10935116,1951,0
971,80.55756596,1511,0
972,60.98276949,1044,0
973,40.39032929,1661,0
974,85.88659812,1289,0
975,24.17938083,1787,0
976,22.62816474,1666,0
977,68.46708139,1153,0
978,41.61384355,1055,0
979,52.3381079,1020,0
980,59.30886679,1421,0
981,50.18606437,1030,0
982,15.8806543,1777,0
983,93.20692296,1501,0
984,49.45007182,1884,0
985,87.01161859,1796,0
986,29.32881529,1706,0
987,90.00558944,1238,0
988,86.31758257,1937,0
989,20.44381059,1312,0
990,64.60203111,1595,0
991,37.54797796,1060,0
992,41.35252404,1666,0
993,31.14535668,1695,0
994,95.96496004,1123,0
995,69.01355852,1825,0
996,19.87674988,1411,0
997,96.29979162,1566,0
998,75.16445867,1654,0
999,93.63304034,1928,0
1000,89.91562519,1503,0
